fiscal_year,SOAL,_FREQ_
1112,E01000579,984
1112,E01000580,1008
1112,E01000581,855
1112,E01000582,1049
1112,E01000583,963
1112,E01000584,1079
1112,E01000585,1013
1112,E01000586,1276
1112,E01000587,563
1112,E01000588,796
1112,E01000589,779
1112,E01000590,503
1112,E01000591,819
1112,E01000592,552
1112,E01000593,703
1112,E01000594,523
1112,E01000595,1670
1112,E01000596,1415
1112,E01000597,1479
1112,E01000598,776
1112,E01000599,1634
1112,E01000600,2191
1112,E01000601,1647
1112,E01000602,1238
1112,E01000603,1215
1112,E01000604,1399
1112,E01000605,1514
1112,E01000606,736
1112,E01000607,873
1112,E01000608,1051
1112,E01000609,960
1112,E01000610,896
1112,E01000611,586
1112,E01000612,821
1112,E01000613,720
1112,E01000614,1397
1112,E01000615,877
1112,E01000616,896
1112,E01000617,956
1112,E01000618,1143
1112,E01000619,1152
1112,E01000620,1063
1112,E01000621,1332
1112,E01000622,933
1112,E01000623,686
1112,E01000624,698
1112,E01000625,621
1112,E01000626,1107
1112,E01000627,1368
1112,E01000628,1426
1112,E01000629,714
1112,E01000630,1278
1112,E01000631,847
1112,E01000632,1116
1112,E01000633,875
1112,E01000634,1133
1112,E01000635,1347
1112,E01000636,926
1112,E01000637,961
1112,E01000638,1600
1112,E01000639,937
1112,E01000640,1508
1112,E01000641,1445
1112,E01000642,1113
1112,E01000643,2030
1112,E01000644,1191
1112,E01000645,307
1112,E01000646,558
1112,E01000647,487
1112,E01000648,490
1112,E01000649,593
1112,E01000650,491
1112,E01000651,662
1112,E01000652,501
1112,E01000653,489
1112,E01000654,395
1112,E01000655,441
1112,E01000656,429
1112,E01000657,584
1112,E01000658,447
1112,E01000659,484
1112,E01000660,463
1112,E01000661,879
1112,E01000662,654
1112,E01000663,615
1112,E01000664,509
1112,E01000665,656
1112,E01000666,491
1112,E01000667,495
1112,E01000668,528
1112,E01000669,545
1112,E01000670,473
1112,E01000671,631
1112,E01000672,472
1112,E01000673,465
1112,E01000674,556
1112,E01000675,533
1112,E01000676,700
1112,E01000677,555
1112,E01000678,421
1112,E01000679,603
1112,E01000680,415
1112,E01000681,425
1112,E01000682,453
1112,E01000683,514
1112,E01000684,488
1112,E01000685,518
1112,E01000686,431
1112,E01000687,452
1112,E01000688,342
1112,E01000689,461
1112,E01000690,282
1112,E01000691,386
1112,E01000692,359
1112,E01000693,426
1112,E01000694,359
1112,E01000695,337
1112,E01000696,299
1112,E01000697,368
1112,E01000698,330
1112,E01000699,517
1112,E01000700,510
1112,E01000701,444
1112,E01000702,419
1112,E01000703,552
1112,E01000704,478
1112,E01000705,507
1112,E01000706,530
1112,E01000707,435
1112,E01000708,542
1112,E01000709,548
1112,E01000710,505
1112,E01000711,604
1112,E01000712,422
1112,E01000713,500
1112,E01000714,546
1112,E01000715,547
1112,E01000716,522
1112,E01000717,492
1112,E01000718,720
1112,E01000719,809
1112,E01000720,802
1112,E01000721,600
1112,E01000722,619
1112,E01000723,355
1112,E01000724,704
1112,E01000725,581
1112,E01000726,418
1112,E01000727,520
1112,E01000728,489
1112,E01000729,716
1112,E01000730,723
1112,E01000731,477
1112,E01000732,420
1112,E01000733,586
1112,E01000734,417
1112,E01000735,564
1112,E01000736,522
1112,E01000737,490
1112,E01000738,476
1112,E01000739,595
1112,E01000740,709
1112,E01000741,602
1112,E01000742,803
1112,E01000743,894
1112,E01000744,812
1112,E01000745,632
1112,E01000746,543
1112,E01000747,683
1112,E01000748,435
1112,E01000749,427
1112,E01000750,792
1112,E01000751,679
1112,E01000752,512
1112,E01000753,580
1112,E01000754,495
1112,E01000755,468
1112,E01000756,486
1112,E01000757,354
1112,E01000758,467
1112,E01000759,468
1112,E01000760,492
1112,E01000761,417
1112,E01000762,450
1112,E01000763,405
1112,E01000764,622
1112,E01000765,463
1112,E01000766,436
1112,E01000767,441
1112,E01000768,464
1112,E01000769,672
1112,E01000770,478
1112,E01000771,501
1112,E01000772,506
1112,E01000773,498
1112,E01000774,580
1112,E01000775,783
1112,E01000776,693
1112,E01000777,486
1112,E01000778,571
1112,E01000779,410
1112,E01000780,508
1112,E01000781,634
1112,E01000782,725
1112,E01000783,564
